Rank,Wallet,Owner,Balance,XRP Locked,Percentage,Total Balance
9010,rfL2UwPD1Z11J4hXBsBxiHsbw4VMJdw5uB,,280014,,0.0,280014
9011,rGHFD59oAfWwyksLdMN8c9hFezxpz1ygXS,,280013,,0.0,280013
9012,rG2sKxy7agqzZuAFJ5nKUGBtufedDg6EoG,,280002,,0.0,280002
9013,rpGrJXg9LsNBwbAxzYnfPJUhWwQ3myMdTd,,280002,,0.0,280002
9014,r37gxXttBf4s7bJndi2Qzzrt1yBv7FqMaL,,280002,,0.0,280002
9015,rNzP2VJqQTbe9TG8rsirwefxWhdUdSHKV,,280001,,0.0,280001
9016,rpicopaJKP1NWp35D5TG2Px2Y58gBzZWnd,,280001,,0.0,280001
9017,rMWoEn3a5GaN2RXBn5if2scwuiZ2e5sVKE,,280001,,0.0,280001
9018,rMJwgq4uVSwfMSaG3MoFMxQG4ZsnKqVVk,,280000,,0.0,280000
9019,rHikQkmgHdCefyn65dqJQeLbwXD7KryDps,,280000,,0.0,280000
9020,r9jVEfPy5SaG85dnjdHawVd5VSKxqkmUfb,,279988,,0.0,279988
9021,rMRQdjZA8MoQ3AGWXRBSh9abcZ74hvbDVA,,279967,,0.0,279967
9022,rQ9VcS69c74bWToiUeebQLNMjyJbaR2GxS,,279943,,0.0,279943
9023,rJkK1ovjhfLRAnGU5eAM2e1KRrckoyrtWg,,279647,,0.0,279647
9024,r4T7f2z6ecwULvBCZx6BjRtP9hKBjKBqPA,,279555,,0.0,279555
9025,rSk8WbQC35MGf6HjJ2a9UXcxShrGYCNv4,,279542,,0.0,279542
9026,rK12PBoHzKyg3TpJnJ2ibPYSkxSWDR5hTK,,279480,,0.0,279480
9027,rUYdwKt58kxsF3X8GXxsqgoN6uM7d6AHTs,,279455,,0.0,279455
9028,rEfveh7S9xbGt9CLBySDWvQvqKqMVTat6s,,279445,,0.0,279445
9029,rnsyXo71RxHURHRKrK4nLj5ZuMpZ1poDnE,,279237,,0.0,279237
9030,r9pQ9AwZE36g1tb6y2Yqi7nKu55bwoV3yB,,279192,,0.0,279192
9031,r9T4V5LS3oCBVkYLnFPStAFvtQEosrpb6e,,279176,,0.0,279176
9032,rPzV6znXjRwhLuzCEDz9X8dfNhANDreBYi,,279156,,0.0,279156
9033,rEVdPgHv8hwevvtScat74FvWdNQUTEb4NU,,279154,,0.0,279154
9034,r4mgCKkMMqvqr21mx7zFYsp8LdxqGuT8ri,,279151,,0.0,279151
9035,rPw9Lyu19w6c8nBytPiKTbaY6fDF1nXe3p,~colorwheel0226,279114,,0.0,279114
9036,rDax1MDRW5CKmfqvJcKJvZ6RW3Jh8cJfXU,,279103,,0.0,279103
9037,rDXL4X1ZCCXomWB8W3kaAUukJzxX77ugiB,,279102,,0.0,279102
9038,rMseTfoCzMWfqDTBe8mC1cUMmw6dnUMFky,,279060,,0.0,279060
9039,rDS3x9aCgpQv8GuoR942Bkwv5LZqJHhspT,,279029,,0.0,279029
9040,rpQC7GVBV7Dnx2k3eyGqMTx3ZXirLskp2g,,278950,,0.0,278950
9041,r4xiwx222tGmNraVYoqWTkyJGXnSjoEo3V,,278854,,0.0,278854
9042,rLho1qALtxUK2aFzGjqoZKcqyezbGu1jiy,,278717,,0.0,278717
9043,rnu57yn6w4jK5LgY246eFSZmkM49Na55S8,,278661,,0.0,278661
9044,r3DaVGSwHqgDkE3h8tJjJiwKjedn8do8yp,,278613,,0.0,278613
9045,rfx8GEv36YTu5XssAF8me5VyykoZtWAHvo,,278592,,0.0,278592
9046,rf3iX5DghzQYKghupQhFFCkRBySbztwh9h,,278573,,0.0,278573
9047,rMctMpLngFcwLxFT85F7X5dpQHWpfK6jZQ,,278555,,0.0,278555
9048,rLMHZeoBuBwvyhTiKYT1RRYd633zMAfU6J,,278464,,0.0,278464
9049,rKWt2wSVqLffLgHzJnJfKftpM7Xq9itgFv,,278462,,0.0,278462
9050,rNgWRk58mkq3ZyHx5qVU9r7PiWd7wvrsXE,,278428,,0.0,278428
9051,rwVwNTvzCpAxgfiNkrRdsR39mov8En1Hud,,278382,,0.0,278382
9052,rG6p8wW7sMNDoMmWY2LCqpFiW1cw1tCm5J,,278271,,0.0,278271
9053,rUyS4GJHSkFkM95zcoc3pZ8aBbQJPYjLrY,,278264,,0.0,278264
9054,razxncyokaGtWVRtY7MUZJkc2YLusLBSHR,,278239,,0.0,278239
9055,rPdSQNayE85NKnCqWUJrQRsoteujaMjbUo,,278219,,0.0,278219
9056,rJ9ubf97fp4dqAgN7V89EhixLJqpLF3fMg,,278195,,0.0,278195
9057,rp23rr1rAJu64c4FPnMEwYeqRPbvHBwgRh,,278176,,0.0,278176
9058,rEVb5mWGN69ZnhQuJqBagz4WUhB1fvbQP5,,278051,,0.0,278051
9059,rHtKxBhuKdZqvgob8mG6LmLJzGiaEaAq6w,,277935,,0.0,277935
9060,rUJCqDcJSdAT4oMKL2EzgdyTjsmEfxutJu,,277902,,0.0,277902
9061,rEAGEVHwGMN5zcK5qTMLmka4hHnpbmtVHq,,277879,,0.0,277879
9062,rJMntira4WkYNVyyDKdbARo145q3n3RK2t,,277845,,0.0,277845
9063,r3HhjbfzgoZVKx8JYVLGQ2GfktDWhivBaW,,277832,,0.0,277832
9064,rK8xVvrvaupTf3r71KV1dbgTA7QyGTZLVD,~tetuya1953,277777,,0.0,277777
9065,rGCDutZbBAHsi3irca4XcMC5MzDRSWhwGn,,277757,,0.0,277757
9066,rMxgkfWmka3cVVgN4VgBx8pzqDWv1xvB9a,,277730,,0.0,277730
9067,rPzQDbY9tnEB1xim8NznQnV4E9Cmb59Zju,,277690,,0.0,277690
9068,r9qxe8UJgWJBbZC99zy78TF2XVfjXS3Hjw,,277673,,0.0,277673
9069,rHbRXg4GqFx7NRqsT4KwnWtyo36xLPwJzY,,277664,,0.0,277664
9070,rBbbzvRh35fcuafovKmywvAb9PXx3hyxkH,,277661,,0.0,277661
9071,rLDVohHdG82qLerxqvu9owqXZmt4bRvHP,,277650,,0.0,277650
9072,rrpEVJRky4HeyiJHuwe9ntg5t2upSpmStr,,277618,,0.0,277618
9073,rMf57Jx2Hh8283qeSdkHgmNeVYC8xfXumP,,277517,,0.0,277517
9074,rsu8BYMQRX4rXPRFkjD1gL7jnr9GKY11aE,,277492,,0.0,277492
9075,rfqZFReqkz77ytfBcHyjPEBjccTc4nyqHy,,277428,,0.0,277428
9076,rM6KynDKaKDXM6HxqUmKmZpo58C2nwtY6B,,277330,,0.0,277330
9077,rrnWJmSp6hmWupyP4QSd8taA13jE3buL8s,,277330,,0.0,277330
9078,rhCoNJBEnb9WzZhene65d8uYaJpyCfdSpN,,277286,,0.0,277286
9079,rpRwE8XzYopPqZh2kBMbJpYxPfSboiqbQ8,,277208,,0.0,277208
9080,rhghVtcD6VWkJsQ9WJwMBiaf6qm97SdQVR,,277188,,0.0,277188
9081,rscHg4t2XZ1THhtrvkzLn1zoomzJeCtwfF,,277155,,0.0,277155
9082,raCA7ihQ9M2XMinrSSccXE7QxoQ6398E2U,,277136,,0.0,277136
9083,rwv7VKkWJHmQy76qCqBa4CuqCHkZ6GZCwo,,277040,,0.0,277040
9084,rBYFpxc8SASTcA76Pce5ppueUbJDMUR7Yp,,276996,,0.0,276996
9085,r92gz7wf9h7jesntzpf2rp3Se4rziiP6Li,,276932,,0.0,276932
9086,rKczpYSGNtdFTwqiqqeHNBm1wfEVBfPHiS,,276878,,0.0,276878
9087,rf7UAd8iE7pC4gUDeHakyMmiGjSGCN8DGW,,276788,,0.0,276788
9088,rBgMdVgUge5wbHDSLuyNDmefQCndbtkGcQ,,276741,,0.0,276741
9089,r4mkVLa3PdgysVRJchXGsteV6cy5NwntUK,,276739,,0.0,276739
9090,rNAg7SCPGqzbibjpVgpQBEiWtbz3Qnh9FA,,276729,,0.0,276729
9091,rBxwtAsYpiezH4aKxTPMcSgiAkHsUeERw6,,276726,,0.0,276726
9092,rMjs1TpiW4EQwdBKr6w7TnpBgscG4zEu2P,,276723,,0.0,276723
9093,raniBV6WGkJgQG1aRfXbj6XJWhS2bSeL8q,,276703,,0.0,276703
9094,rnjWb1cvJGK3GMf6pzmQXsAJcY3YskYMby,,276694,,0.0,276694
9095,rDyLRDGdtDsTuLjiBM7XHuAYm2bGfpQTTV,,276692,,0.0,276692
9096,rDmuyrGpBKaNFRKXwjdX6HZkfQvpfu9pGq,,276663,,0.0,276663
9097,rfqj8P5C36cRaFjpR5yYbb8XHYK9N5KNux,,276656,,0.0,276656
9098,rEzXEZqPcBtMpbif83yna4JbWAB4YkN3K8,,276639,,0.0,276639
9099,rNR42bcTcCg3DYsgp9emzTW2RDA4gFctfZ,,276507,,0.0,276507
9100,rwRMN6e7fQatjuhPCv76CxPPstyMnBBK5K,,276462,,0.0,276462
9101,rPcSwjwUtFdPt8fKACFKvGVjoT2BvkaVHd,,276291,,0.0,276291
9102,rKJPrsfhd8BKaY5ecvC2Rm5Q63P3Ce67Tg,,276262,,0.0,276262
9103,rGipYZQXbgaVMV6x6L2E7XAaaqp6DofXZ2,,276086,,0.0,276086
9104,rHvFgCC5bnSseiFNc6xuZ8VGM12jpYUm9u,,276062,,0.0,276062
9105,rPhEeAx5D36SEkyCbE6WzYPG9RoX8YsnCk,,275992,,0.0,275992
9106,rE9BtFVTc3coF9kncbvi3YaZyehZHVWMjn,,275896,,0.0,275896
9107,r6oDGh5nSC5fU1r1RT52jg7gXxvX1HT4o,,275800,,0.0,275800
9108,rp6nf8VYfimSn1gnY4pfKqPAjr5Vrj1WKy,,275723,,0.0,275723
9109,rhGqRbjUQjdm5pZ4GtAaiV5SmVMLmaCUm6,,275694,,0.0,275694
9110,rwe6rsdJLXKVMLYBoiB29rNNVkpdscRGnY,,275669,,0.0,275669
9111,rUgQYJqeb1dx4UDsj3bK3wdMFMNyJ3jbY5,,275592,,0.0,275592
9112,rfk8ahG8Jf9LjuBWmnBhQXdcQdf1u8y7bS,,275525,,0.0,275525
9113,rQpDkdtYaMH9GFJyKWBSFEmNUxWcxYxXLP,,275498,,0.0,275498
9114,rfEAHp8D7CqEqb3ZvDakabZzeXiFh4qu56,,275483,,0.0,275483
9115,rBp2waGYhM7t2tjHXobK79Q2heaF4111yD,,275465,,0.0,275465
9116,rDM8tYvJHooN8R8JBbzotRoEW9oYEh97SD,,275417,,0.0,275417
9117,rE7TnZbdqHePJwrvxC5xQkcdAZ7bWJpHtF,,275318,,0.0,275318
9118,rUiZkF5U4tSCd3KmitdUBgHrxP6H2SAafr,,275280,,0.0,275280
9119,rBTwkotmGEJpEtQyvjEMXuTa4wUiRJFwsR,,275212,,0.0,275212
9120,rMThm4N9cfxPsvcSSsr6paMaRWzDirXmqr,,275124,,0.0,275124
9121,rJddy9iSaw8f6S5HFuyJm8Hgi4cCeSK4uw,,275117,,0.0,275117
9122,rMwAYBMZiupov2t7BzxGAprvVjbxdrreXa,,275101,,0.0,275101
9123,rG2gvLZK4ZGQ774HAemDGfe5VQQQxZNcyu,,275100,,0.0,275100
9124,rfFsAz8xrwUKhw9A7qqeAaGkYZvFdqjYn8,,275070,,0.0,275070
9125,rfAiYHKdFxDAMqA3dRum8Yi9CYp8DdgW8D,,275061,,0.0,275061
9126,rw3cMf8tHDhAMD7zkkdLQbztDpsFUpx8UR,,275035,,0.0,275035
9127,rEtoxEr9fZSWfh7QPLuftQpVrZhV9p21az,~iced,275034,,0.0,275034
9128,rENpA5Q657P2HpwVrbHazBjgmkpz8VjXMS,~mace,275033,,0.0,275033
9129,rPJZVzBteBjEbNhevR7XR69vemn1HZAhi4,~track,275032,,0.0,275032
9130,r42gcqr9615t4AQqsJ2SSiDmPkGkXuVxRv,~valve,275031,,0.0,275031
9131,rPM2ewNdWGoTeS74erUE963mFrDrxpwtE4,,275030,,0.0,275030
9132,rJbDpRVcdiQB3X9HDpbdZG77UWfetXCCcS,~ontop,275030,,0.0,275030
9133,rpRVZnNvWe8rFUofHfuTkSjpTkeBBQ84Ku,~virt,275029,,0.0,275029
9134,rwvrmSspqZFJ9Kn2qGdkq6R61SanEXcbm8,~merge,275028,,0.0,275028
9135,rsB6mtvN7KUuNVhYPaq9tcNZeXvcvZSWxG,~plc,275027,,0.0,275027
9136,rH4W4AP4WF8buc9AnZ5ZrKxVe4TMpoZW8A,~owl,275026,,0.0,275026
9137,rD5bq4JnTUXmqa6HaVej9Z58WY3LvKHBkQ,~gyro,275025,,0.0,275025
9138,r3VR8tC8U9waQf3G9xXgf8Wi8JU2kYn8Vd,~into,275024,,0.0,275024
9139,rNcP3MksYmZQ4dtjNWCpFF9TpVtzjTL6YW,~petro,275023,,0.0,275023
9140,rJYS3QsctMmSoDnLLdVjRAEyMtEtJboDvd,~bourse,275022,,0.0,275022
9141,rEYnHGHPbXCkLJq91tXwVMYoNv4R8EeArj,~ahead,275021,,0.0,275021
9142,rDZ9qzwm2mBZvZqMXMDExbnHJz8vGapbo4,~metric,275020,,0.0,275020
9143,rN9awEQEtnAG1DzXysX9cMdNPb3V7vq25G,~volo,275019,,0.0,275019
9144,rnEb5WngynHWARXdbKBWwEDVXBNXueu8VU,~capex,275018,,0.0,275018
9145,r3Vnp7RsZ1y3Yiv9RbF4euEjEae2xUpi3F,~lick,275017,,0.0,275017
9146,rJLVkw61go3VLSMto3o8wNmJ4PbjxgZU6e,~cred,275016,,0.0,275016
9147,r4kDHXyzGTHRy1XazHejD5n3ktWyWzMZVo,~exec,275015,,0.0,275015
9148,rGSoVFPYxjp9F7rj8a1d5aYE1sipp9NaLu,,275014,,0.0,275014
9149,rJot6N1dNkGp1YwXnR2mrS5aLbV4KWH3hx,~cron,275014,,0.0,275014
9150,rDw1Zp6yGWeXKrcdzbANyVyAcXBQ5ccVFu,,275014,,0.0,275014
9151,rfkGdsupRKhGXReuCrkZdncnbcm3BjKDNW,~novo,275013,,0.0,275013
9152,r3dLG5LmG34pjniGcEuxbkCbY4wU4VweMF,~motif,275012,,0.0,275012
9153,rKp9A3BahVqgeyNh6UV8gQX8aP3GqgpZEA,~soldi,275011,,0.0,275011
9154,r3E77y8xhuqJQJqf4eXGtGFaGC4U2k6ptQ,~tronic,275010,,0.0,275010
9155,r9sr42u1nRFrtAgThKdP7tWDFcSrUDQrLf,~charm,275009,,0.0,275009
9156,r3L9RQ2XASVGdRoJW8BcCoKraukS1MXTSJ,~optic,275008,,0.0,275008
9157,raJYjo9orpcGReKwGy2onjgbKzdmyqsdbX,~elco,275007,,0.0,275007
9158,rwJ7QoQxnEU2DyaZgBc4db5CLLbZd2X1nN,~sino,275006,,0.0,275006
9159,raAMSkpUuqRW9raJ2kCwTAW9LK1HLk7efW,~entropy,275005,,0.0,275005
9160,r9RZtKHdLCzfE9WSqBsYdYzHU818aeMwzQ,~cypher,275004,,0.0,275004
9161,r959Ue7ruuyHdkxQf32uyRRij6Mq3nU4py,~neobank,275003,,0.0,275003
9162,rGne8ht8aE1qEyCvE3MQU86oGj3r6d8Tkm,,275002,,0.0,275002
9163,rhCMyYRvdd7doNuJLSh2RQQqFh7cnH9LJB,~automaton,275002,,0.0,275002
9164,rHm8f5e5Jrj2Pz65TsNcQV5hZghzZaP6gE,~northstar,275001,,0.0,275001
9165,rpARHmd9KzkkeKRbxc6BSZicE3jD5Bkimt,,275001,,0.0,275001
9166,rQsVLgCh7h2m6HwS6dve3i9LAtobAez1Lu,,275000,,0.0,275000
9167,rETuazpnnWZGM1Q6V5kRg9W29Pdfz29oPP,,274998,,0.0,274998
9168,rGNBW9F88ZEHUtAunXbpsrydLq36aqT9tb,,274961,,0.0,274961
9169,rJy2vcEWG4xaFV1WrVWu978uMjjYLg8ZrP,,274948,,0.0,274948
9170,ra2ox5BUNJYKBVATLBQEGtwieMbse8RTye,,274943,,0.0,274943
9171,rGHVeMLMbi1FuXgn4oprpHiir82pGLgXFv,,274762,,0.0,274762
9172,rPpoJVrqgtjavFpBxzHGNwz1s4nuU3w6kE,,274706,,0.0,274706
9173,r9w2vTWqL1FUSYXviETG2y5f2xu4gEPFxr,,274650,,0.0,274650
9174,rpr4H6XwGw94j2VmzujhD7CFoqRo4LhTEH,,274644,,0.0,274644
9175,rBMsjT5TnHvJWrAaZtpcTZVhLdo1hUv3uZ,,274642,,0.0,274642
9176,rJCA2Fnvdyo7HgwK7GLXSyrqAYgVgkTWjP,,274539,,0.0,274539
9177,r3BfAqjxtPHnDHpi6b5HtribZYGZydNLZj,,274531,,0.0,274531
9178,rGCtQPRWXxahL2XMeVYtAPJbidYBFkpEVY,,274529,,0.0,274529
9179,rhzmqZTBhvPD6Q2UtGx7zhJhKttZY76Ru1,,274502,,0.0,274502
9180,r9wRFNLk257uq75ysbKagKjjAUEbke28xT,,274488,,0.0,274488
9181,rUGV8YAxiRVf5p7tLdpeTjxSj4LSpjDzSB,,274469,,0.0,274469
9182,rsz8eG8MhPQU5Quw8xf2g1SxEkieECvjTZ,,274429,,0.0,274429
9183,rGi7CNeSogy1B8Jq6Am5QzbjV3uSJV8tUf,,274416,,0.0,274416
9184,rNM79FzCyzM1CcV17Uvs49qgejvvE73XGp,,274377,,0.0,274377
9185,rpVAphxQdUUmJsgR9NdFE1qm16Rss6L8Z9,,274370,,0.0,274370
9186,rDPFj9khxYPzsV3YBHez4151oLqB5fvELj,,274360,,0.0,274360
9187,rhpcirA7vakaBF5LwdJjVTi8kezVpgtE7a,~carol-jx,274355,,0.0,274355
9188,r9jSVcwUKbBsmkUDaCYQ6Yoh9Wu6yyBg8a,,274325,,0.0,274325
9189,rnsU4XtUguk6CgnbP5XM9vjxVThpFR7CkZ,,274314,,0.0,274314
9190,rNEbuWhTQ3bkivXuE4gRFrXb4fUZuFg8aT,,274311,,0.0,274311
9191,rD19fR5CsvfeQpZ35pPVqTjR8qoa9NP6mw,,274279,,0.0,274279
9192,rhtFAT86dncoZGA4bJ3erup12CsAb61TAE,,274202,,0.0,274202
9193,rHHQ1iAnn7aVShCrGHBrQn68eLi6LPRR1q,,274200,,0.0,274200
9194,rKk17LBs8gwpMiG7mGaVq5adKoFN7vusUe,,274169,,0.0,274169
9195,rBSF9jxW9Ft1EeSkDGbyCfM7bJZrxf5Awe,,274164,,0.0,274164
9196,rHMugahvTppkhpacmGwBbnxntcYcWjYbSQ,,274161,,0.0,274161
9197,rULn2nDSsG3KBzZjkUPFZRTVReRhjwbyhY,,274161,,0.0,274161
9198,rpJgKPTWL5aPY3yqG2VMRrzXgXypwYFC7w,,274117,,0.0,274117
9199,rJPEWhuPWQ21G3nCE4ynBhybi7nMUr8xbw,,274080,,0.0,274080
9200,rMH3XA7bDA3TWHgQf5PY6v9dEoQ8TmmW67,,274051,,0.0,274051
9201,rBJaj1B9HgGsubE98KgW9TJV78u1dWREM9,,274035,,0.0,274035
9202,rh1fkpC3AvuAadKC1SQ1bYxnNasKZEH8Hd,,274029,,0.0,274029
9203,rh1Td2opc32AKXcHNUdiVT5j3UYER2ru4N,,274002,,0.0,274002
9204,rsbR2FCuSU47v5zVSojatqzaw4FxoDUirM,,273996,,0.0,273996
9205,rMBXJgSH9TXT1PYyAWr7Z3Uebkiwm59T1H,,273976,,0.0,273976
9206,rMiBZDPULfLeWZZFTYUkwB17JsnR72n3iz,,273946,,0.0,273946
9207,radbagbFiEdAd2AdQUojcJmNok7zMU4B28,,273939,,0.0,273939
9208,rhRNaWKu3VHZUcxWMoAkdvxMdDE4b6dEx4,,273929,,0.0,273929
9209,r3U3zqbnqKChtwzFxMstV8pDk3SMBt8yHq,,273906,,0.0,273906
9210,rfue9FRv5JWyd2nbcbr5bF8qyDcCYkkyx8,,273839,,0.0,273839
9211,rKiyn1ctuUegsJpHDJzEUosYndbUWF59iJ,,273741,,0.0,273741
9212,rGu3GYuphWvum5VFtnFHJGH1DVNGNaadEK,,273727,,0.0,273727
9213,rJW7WJeMVXckK7EbUvS6RsuthHzofJPtD8,,273701,,0.0,273701
9214,rMZVhaLkumVan69xA3kHk59YMCVHXFr9DS,,273691,,0.0,273691
9215,rMWWqGePbaeJ5dzShnLgXN2uVa78ZQ2Jpu,,273648,,0.0,273648
9216,rf2x7Ponb1DroBNT15ErqA2wrouGdwXQhV,,273553,,0.0,273553
9217,r3JNEscSvjEmZmoPPnRHUmFpk2hCvwjD1o,,273496,,0.0,273496
9218,rnF4EFEQuSNhnS89mUTkVSndG7SbCH9KNp,,273458,,0.0,273458
9219,rfZKRwPKWrkw9jwn9FSpGKZnyBbgzk8Nuw,,273409,,0.0,273409
9220,rQp84znkBT9VdpyhM9h32nhXnUCyrpUBV4,,273356,,0.0,273356
9221,rHEeGWSpDCXcMyBtf56kq6JEvhSzLQWKFY,,273352,,0.0,273352
9222,r94QFssSuVvnvuCLoiNAwEE3vdoK8N6Hgc,,273279,,0.0,273279
9223,r8UrP48spc1S3nihj51RgGVkpDETBk5Xn,,273270,,0.0,273270
9224,rpqv5CWu9zs9yotWMpronuzG7h7bjs39Ky,,273252,,0.0,273252
9225,rpr3QUUv72zgSbrfC2YgiEMad6YjzvGtKd,,273200,,0.0,273200
9226,raHayvymDBYEq1CjdyPS3jG5wmHvzNPw5h,,273195,,0.0,273195
9227,rDxNaGT5otddftE8aQJEsHHz3BwVXVTMMR,,273184,,0.0,273184
9228,rf85nzefn8JLC6G3sp2TtXPR4t6KTXti9Z,,273169,,0.0,273169
9229,rpNFBuhfQ3heRV9gD4RjtfpUTTq2c3jMA1,,273094,,0.0,273094
9230,rBvQC3UhCBghxEAHJXwAkgsiMDq2oxpYW6,,273045,,0.0,273045
9231,rP5G3YRjb4qCcuLzBjab4Pkn8zaq8KsBpb,,273035,,0.0,273035
9232,r3SFZmvS5p5bHMuQ1RJ8mr5M1H3kVuzdqV,,272977,,0.0,272977
9233,rfSrmcT8hmdeS7ReQFXhbWwgjsKmw66hPW,,272975,,0.0,272975
9234,rNvv5P8GJMBM8gwEeL45Z4PWZTuaSvechg,,272970,,0.0,272970
9235,rDDP3L3hunht2uaYRS4Mx7RXMyjWB3G4RX,,272942,,0.0,272942
9236,rhU2qAeWkG8guZmhjhwN4EkqsZTMHmLE9M,,272914,,0.0,272914
9237,rneeaqV4XQ4o1Zrww29gU4qyokV1EVrUoW,,272910,,0.0,272910
9238,rHsZoJJ3kWqATeLrsCCipKtyPT7ryjxkvt,,272892,,0.0,272892
9239,rBFyLKonbVCTq6gxEW1u3M5N2htAjgmRhK,,272865,,0.0,272865
9240,rfrCXhjYESNcGgVmxssS3Rd5wLEfFFamMw,,272783,,0.0,272783
9241,rpcKMFHMGN1FrudCT3gnd8TZjzUnWkbhRe,,272699,,0.0,272699
9242,rBDj1fFfVa1pBEpuV9h9pUgN3bNu3RZKcE,,272690,,0.0,272690
9243,rfo4jYcTn4w6QSXfsJexS1TvD8PMM9Yyrs,,272667,,0.0,272667
9244,rMqdtMDfgSYjEjTvwfUYsq1y1zKAEZkxYu,,272615,,0.0,272615
9245,rLtyfPqsJ2293gfLSFkWJQbhBCyk3sLstR,,272501,,0.0,272501
9246,rUjXF4hKsEr3ZrBeZRhQgqxBxao76MGfJ3,,272460,,0.0,272460
9247,rMEwx4eRb9iBWCbBZ2Ud9cyRzMFvfTTdP2,,272420,,0.0,272420
9248,rDY5Esn4V5bvw9mwEf322r614C8w9CiHai,~hcna0607,272374,,0.0,272374
9249,rHhJgA4jPtRfKm1zeKSuYz1YfzrciX65WQ,,272306,,0.0,272306
9250,rstQdun3ZXYbp6pPJ6SCake7TUqbc3QnmQ,,272270,,0.0,272270
9251,rHXnGvwPiG4Ju6h4xRJ3ArTSeiXp2dVeCt,,272264,,0.0,272264
9252,rQfhtSpQA3zK2tcrD8qRpF1HJdPvcJCNQS,,272221,,0.0,272221
9253,rUsoFCeu6S1GWUP1P2Ktjg19kR38WxrDvF,,272193,,0.0,272193
9254,rL5o3QUDzp1nWAa5EM1XgpEkZbKPZJ3BE1,,272173,,0.0,272173
9255,rJC8XtKawr1ra5QqW12cChcUiHvJVg2skE,,272142,,0.0,272142
9256,rhJfTMwsfxDWoC2xpX4Dw41rXnvv6ursqB,,272136,,0.0,272136
9257,r9YedPcBNTdC3xKb6nDbP3fEZZkkenvwes,,272126,,0.0,272126
9258,rwTW7Zj1KVfgKTFyAeMJ8p1EsUiLhKEd66,,272107,,0.0,272107
9259,r3YmaRQErpDbrusNFFctYqYnyvebgsZNNR,,272088,,0.0,272088
9260,rLznnSbeecvoBbjM8UkSRFVLTirRQtHEwj,,272081,,0.0,272081
9261,rUg3LR4CWgsPo1tiQ9VTaURtQdvFgqkJYf,,272000,,0.0,272000
9262,rsE5kdZUE7HUmk6gwACACbVLRR2ivQtutp,,271995,,0.0,271995
9263,rfJTfuu2HYoyoLB1hwHCZ8aG1CmRaVGiE7,,271982,,0.0,271982
9264,rwHay4giHxS6XGz3bsxg2PbYRm7Yu9rYqs,,271937,,0.0,271937
9265,rLEkch7EsL51mife9fiRxxALUDBpqpH8hu,,271921,,0.0,271921
9266,rH3ZgweF5LiXYsq9pKVo353tf7HtUbvmci,,271900,,0.0,271900
9267,rnvWkoS29q1kuv7LGgti7UsjAH9v4A1Y65,,271838,,0.0,271838
9268,rLeeESzifFWcky3b8CFiA56QMdFA5Bi9gL,,271825,,0.0,271825
9269,rpUCDwVKnqJXQZdFYRARh7BxjDnh9oPzD3,,271750,,0.0,271750
9270,r9SJTZcDoh2RKpDDYzrTHLDZsjrwmv685a,,271738,,0.0,271738
9271,rGmZYcQpsdbum5SrhA9cUUqSFWxs1QN4eM,,271707,,0.0,271707
9272,rher71cm5EqJg5bb7d1a3dyVrvu7a7Ufwh,,271688,,0.0,271688
9273,rPGHzGMhyNWmpNJ6ZxbPZZ7aDKdNjJ6Mwr,,271561,,0.0,271561
9274,rN972ZjKrs45VSj5MkUHmc2Dt9RM7MKExR,,271558,,0.0,271558
9275,rNNJqg1UqPZNYB5c3ur8VEbisHSRFLUYND,,271527,,0.0,271527
9276,rNtPnjWRKGPeF8poWvUmg7r6PgfeExLe3i,,271525,,0.0,271525
9277,rPbA2Z5kmj3prNiXhGjxv54TKCg7A65iga,,271418,,0.0,271418
9278,rD1TKdH7j9K3xRT1GwRoeg8wJoDA6qz7Pi,,271417,,0.0,271417
9279,r9RcXEvXF7xBUHMFYutEDcJGCMz8NrPB52,,271397,,0.0,271397
9280,rLEk8ByAGjBLmYuiFeXKGuHNBw2pxDZozV,,271370,,0.0,271370
9281,r3ex8eyHbSkv1TURpks3jxTvBWA7GFCuGv,,271318,,0.0,271318
9282,r9HZSuxjaoUsdYbLjjsTaHcYFbyuNXG1Tq,,271308,,0.0,271308
9283,rpK7X6MMmgCiRVj5zbeiuei5J8TdaRbKLA,,271298,,0.0,271298
9284,rQGvJP1PaK7fPHEsnTVjWfZHZrZSyUPwFp,,271284,,0.0,271284
9285,rf6KmmvxiRPkokKBfJqj3kFPzRWeGYe5BF,,271259,,0.0,271259
9286,rauqo5z7EBD4WqjXFm7nH8GuRDCz6VgVr,,271236,,0.0,271236
9287,rBYVh1GZdopTvDsqz2xwWQEpM98P64Tgod,,271170,,0.0,271170
9288,rDagXdsJwvBf68iX79WRcDHW4a9yCPXn1W,,271164,,0.0,271164
9289,rJzd8sVDZNMS3gV9m42beYWSHeXCb5yjvY,,271092,,0.0,271092
9290,rv668mzGF6AEYWJPXoZ6S2eELH2g3x6sj,,271080,,0.0,271080
9291,r4zu6R2pvPDwkN9BnppHqbLAUD9wTJLNHG,,271070,,0.0,271070
9292,rM7PtWoNks2n87mquEn1kV2F97fhaqfhrM,,271010,,0.0,271010
9293,rBTd1SvpoXzTnWY9mSZRP3fjnYLRzWoi3F,,271007,,0.0,271007
9294,rJd37nTjKsVwdUVQ8HW2xFPDmgEcL4p1Xt,,270983,,0.0,270983
